,Beer_Name,Beer_ID,Brew_ID,ABV,IBU,Style,Ounces,Brewery_Name,City,State
1444,Slow Ride,2475,83,0.045,40,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
1445,Ranger IPA,2230,83,0.065,70,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
1446,Shift,1987,83,0.05,29,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO
1447,1554 Black Lager,1978,83,0.056,21,Euro Dark Lager,12,New Belgium Brewing Company,Fort Collins, CO
1448,Blue Paddle,1975,83,0.048,30,Czech Pilsener,12,New Belgium Brewing Company,Fort Collins, CO
1449,California Route,1737,83,0.055,30,American Amber / Red Lager,12,New Belgium Brewing Company,Fort Collins, CO
1450,Snapshot,1707,83,0.052,49,American Pale Wheat Ale,16,New Belgium Brewing Company,Fort Collins, CO
1451,Sunshine Wheat Beer,1690,83,0.048,25,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO
1452,Fat Tire Amber Ale,1586,83,0.052,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
1453,Shift (1),952,83,0.05,29,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO
1454,Fat Tire Amber Ale (2011),748,83,0.052,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
1455,Shift,578,83,0.05,29,American Pale Lager,16,New Belgium Brewing Company,Fort Collins, CO
1456,Ranger IPA,564,83,0.065,70,American IPA,16,New Belgium Brewing Company,Fort Collins, CO
1457,Fat Tire Amber Ale,563,83,0.052,18,American Amber / Red Ale,16,New Belgium Brewing Company,Fort Collins, CO
1458,Ranger IPA (Current),115,83,0.065,70,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
1459,Sunshine Wheat Beer (2009),72,83,0.048,25,American Pale Wheat Ale,12,New Belgium Brewing Company,Fort Collins, CO
1460,Fat Tire Amber Ale (2008),71,83,0.052,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
1461,Weiss Trash Culture,1417,411,0.034,6,Berliner Weissbier,12,New England Brewing Company,Woodbridge, CT
1462,Sea Hag IPA,885,411,0.062,35,American IPA,12,New England Brewing Company,Woodbridge, CT
1463,Elm City Pilsner,884,411,0.05,22,American Pilsner,12,New England Brewing Company,Woodbridge, CT
1464,Atlantic Amber Ale (2004),757,411,0.05,17,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT
1465,668 Neighbor of the Beast12 oz.,568,411,0.09,85,Belgian Pale Ale,12,New England Brewing Company,Woodbridge, CT
1466,Gandhi-Bot Double IPA (12 oz.),320,411,0.088,85,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge, CT
1467,668 Neighbor of the Beast (16 oz.) (2010),43,411,0.09,60,Belgian Pale Ale,16,New England Brewing Company,Woodbridge, CT
1468,Gandhi-Bot Double IPA (16 oz.) (2010),42,411,0.088,85,American Double / Imperial IPA,16,New England Brewing Company,Woodbridge, CT
1469,Elm City Lager (2007),41,411,0.05,38,American Pilsner,12,New England Brewing Company,Woodbridge, CT
1470,Atlantic Amber Ale (2007),40,411,0.05,20,American Amber / Red Ale,12,New England Brewing Company,Woodbridge, CT
1471,Sea Hag IPA (Current),39,411,0.062,65,American IPA,12,New England Brewing Company,Woodbridge, CT
1472,Rebirth Pale Ale,2272,175,0.05,45,American Pale Ale (APA),12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1473,Irish Channel Stout,1582,175,0.068,47,American Stout,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1474,MechaHopzilla,1114,175,0.088,35,American Double / Imperial IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1475,Hopitoulas IPA,486,175,0.065,80,American IPA,16,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1476,NOLA Brown Ale,485,175,0.039,8,English Dark Mild Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1477,NOLA Blonde Ale,484,175,0.049,21,American Blonde Ale,12,New Orleans Lager & Ale Brewing ...,New Orleans, LA
1478,Skylight,2043,242,0.056,20,Dunkelweizen,12,New Republic Brewing Company,College Station, TX
1479,Kadigan,2042,242,0.056,30,American Blonde Ale,12,New Republic Brewing Company,College Station, TX
1480,Dammit Jim!,2041,242,0.052,50,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX
1481,Nut Brown Ale,646,519,0.054,30,English Brown Ale,12,New South Brewing Company,Myrtle Beach, SC
1482,White Ale,165,519,0.046,28,Witbier,12,New South Brewing Company,Myrtle Beach, SC
1483,Cream Ale,2050,239,0.042,35,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY
1484,Green Head IPA,915,496,0.072,85,American IPA,12,Newburyport Brewing Company,Newburyport, MA
1485,Plum Island Belgian White,914,496,0.054,64,Witbier,12,Newburyport Brewing Company,Newburyport, MA
1486,Newburyport Pale Ale,913,496,0.055,55,American Pale Ale (APA),12,Newburyport Brewing Company,Newburyport, MA
1487,Marblehead,1811,306,0.055,30,American Amber / Red Ale,16,Night Shift Brewing,Everett, MA
1488,Jam Session,1622,360,0.051,31,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC
1489,Hop Drop 'N Roll IPA,1621,360,0.072,80,American IPA,16,NoDa Brewing Company,Charlotte, NC
1490,Paleo IPA,1307,432,0.06,20,English India Pale Ale (IPA),12,North Country Brewing Company,Slippery Rock, PA
1491,Buck Snort Stout,1306,432,0.061,60,American Stout,12,North Country Brewing Company,Slippery Rock, PA
1492,Station 33 Firehouse Red,1305,432,0.055,34,Irish Red Ale,12,North Country Brewing Company,Slippery Rock, PA
1493,Slimy Pebble Pils,1304,432,0.045,20,German Pilsener,12,North Country Brewing Company,Slippery Rock, PA
1494,Get Together,2692,1,0.045,50,American IPA,16,NorthGate Brewing ,Minneapolis, MN
1495,Maggie's Leap,2691,1,0.049,26,Milk / Sweet Stout,16,NorthGate Brewing ,Minneapolis, MN
1496,Wall's End,2690,1,0.048,19,English Brown Ale,16,NorthGate Brewing ,Minneapolis, MN
1497,Pumpion,2689,1,0.06,38,Pumpkin Ale,16,NorthGate Brewing ,Minneapolis, MN
1498,Stronghold,2688,1,0.06,25,American Porter,16,NorthGate Brewing ,Minneapolis, MN
1499,Parapet ESB,2687,1,0.056,47,Extra Special / Strong Bitter (ESB),16,NorthGate Brewing ,Minneapolis, MN
1500,Blue Boots IPA,1854,294,0.069,90,American IPA,16,Northampton Brewery,Northamtpon, MA
1501,Hoppy Bitch IPA,1227,451,0.063,35,American IPA,16,Northwest Brewing Company,Pacific, WA
1502,Three Skulls Ale Pale Ale,1226,451,0.063,42,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA
1503,Walter's Premium Pilsener Beer,541,530,0.045,15,German Pilsener,12,Northwoods Brewpub,Eau Claire, WI
1504,Floppin' Crappie,109,530,0.045,27,American Pale Wheat Ale,12,Northwoods Brewpub,Eau Claire, WI
1505,Left of the Dial IPA,1917,272,0.043,18,American IPA,12,Notch Brewing Company,Ipswich, MA
1506,Notch Session Pils,1190,272,0.04,20,Czech Pilsener,12,Notch Brewing Company,Ipswich, MA
1507,O'Fallon Pumpkin Beer,1264,443,0.055,25,Pumpkin Ale,12,O'Fallon Brewery,O'Fallon, MO
1508,5 Day IPA,1258,443,0.061,66,American IPA,12,O'Fallon Brewery,O'Fallon, MO
1509,O'Fallon Wheach,128,443,0.051,7,Fruit / Vegetable Beer,12,O'Fallon Brewery,O'Fallon, MO
1510,Watershed IPA,2331,151,0.067,70,American IPA,12,Oakshire Brewing,Eugene, OR
1511,Oakshire Amber Ale,1669,151,0.054,24,American Amber / Red Ale,12,Oakshire Brewing,Eugene, OR
1512,Overcast Espresso Stout,1668,151,0.058,27,American Stout,12,Oakshire Brewing,Eugene, OR
1513,Watershed IPA (2013),999,151,0.067,70,American IPA,12,Oakshire Brewing,Eugene, OR
1514,Lake Monster,2247,185,0.082,25,Baltic Porter,16,Oasis Texas Brewing Company,Austin, TX
1515,London Homesick Ale,2071,185,0.049,27,English Bitter,12,Oasis Texas Brewing Company,Austin, TX
1516,Luchesa Lager,2070,185,0.048,35,Keller Bier / Zwickel Bier,12,Oasis Texas Brewing Company,Austin, TX
1517,Slow Ride,2069,185,0.048,35,American Pale Ale (APA),12,Oasis Texas Brewing Company,Austin, TX
1518,Occidental Hefeweizen,2192,201,0.047,44,American Pale Wheat Ale,16,Occidental Brewing Company,Portland, OR
1519,Occidental Dunkel,1130,201,0.051,32,Dunkelweizen,16,Occidental Brewing Company,Portland, OR
1520,Occidental Altbier,1129,201,0.05,31,Altbier,16,Occidental Brewing Company,Portland, OR
1521,Occidental Kölsch,1081,201,0.045,15,Kölsch,16,Occidental Brewing Company,Portland, OR
1522,Perpetual Darkness,2335,149,0.092,72,Belgian Strong Dark Ale,12,Odyssey Beerwerks,Arvada, CO
1523,Clan Warrior,2334,149,0.087,29,Scotch Ale / Wee Heavy,12,Odyssey Beerwerks,Arvada, CO
1524,Psycho Penguin Vanilla Porter,2333,149,0.054,36,American Porter,12,Odyssey Beerwerks,Arvada, CO
1525,Heliocentric Hefeweizen,1721,149,0.047,16,Hefeweizen,12,Odyssey Beerwerks,Arvada, CO
1526,Ghose Drifter Pale Ale,1720,149,0.051,18,American Pale Ale (APA),12,Odyssey Beerwerks,Arvada, CO
1527,Ghost Rider Pale Ale (2013),1431,149,0.051,15,American Pale Ale (APA),12,Odyssey Beerwerks,Arvada, CO
1528,Helios Hefeweizen (2013),1430,149,0.047,20,Hefeweizen,12,Odyssey Beerwerks,Arvada, CO
1529,The Hole in Hadrian's Wall,1059,472,0.095,19,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA
1530,33 Select Brown Ale,1058,472,0.065,26,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA
1531,Midwest Charm Farmhouse Ale,603,472,0.06,29,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA
1532,Boji Blue Pale Ale,602,472,0.05,45,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA
1533,Winter Games Select #32 Stout,601,472,0.057,26,American Stout,16,Okoboji Brewing Company,Spirit Lake, IA
1534,Boji Beach Golden Rye Ale,600,472,0.05,23,Rye Beer,16,Okoboji Brewing Company,Spirit Lake, IA
1535,Hopsmith Pale Lager,1828,302,0.06,75,American Pale Lager,16,Old Forge Brewing Company,Danville, PA
1536,Falling Down Brown Ale,1487,302,0.065,65,American Brown Ale,16,Old Forge Brewing Company,Danville, PA
1537,Resolution Rye Stout,1486,302,0.068,70,American Stout,16,Old Forge Brewing Company,Danville, PA
1538,Plowshare Porter,1485,302,0.055,30,American Porter,16,Old Forge Brewing Company,Danville, PA
1539,Old Forge Pumpkin Ale,1394,302,0.046,20,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA
1540,Endless Sun Ale,1381,302,0.045,25,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA
1541,Celestial Blonde Ale,900,302,0.065,65,American Blonde Ale,16,Old Forge Brewing Company,Danville, PA
1542,Overbite IPA,891,302,0.075,74,American IPA,16,Old Forge Brewing Company,Danville, PA
1543,T-Rail Pale Ale,509,302,0.055,60,American Pale Ale (APA),16,Old Forge Brewing Company,Danville, PA
1544,Endless Summer Ale (2011),508,302,0.048,20,American Pale Wheat Ale,16,Old Forge Brewing Company,Danville, PA
1545,Clem's Gold,1530,391,0.053,36,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA
1546,Lizzy's Red,1529,391,0.055,13,American Amber / Red Lager,16,Orlison Brewing Company,Airway Heights, WA
1547,Orlison India Pale Lager,1528,391,0.067,75,American Pale Lager,16,Orlison Brewing Company,Airway Heights, WA
1548,Brünette,1527,391,0.042,22,Euro Dark Lager,16,Orlison Brewing Company,Airway Heights, WA
1549,Havanüther,1526,391,0.041,14,Light Lager,16,Orlison Brewing Company,Airway Heights, WA
1550,Lyric Ale,2113,217,0.065,44,Saison / Farmhouse Ale,12,Orpheus Brewing,Atlanta, GA
1551,Atalanta,2112,217,0.053,42,Saison / Farmhouse Ale,12,Orpheus Brewing,Atlanta, GA
1552,Pinner Throwback IPA,2302,167,0.049,35,American IPA,12,Oskar Blues Brewery,Longmont, CO
1553,Centennial State Pale Ale,1883,167,0.052,22,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
1554,Old Chub NITRO,1859,167,0.08,74,Scotch Ale / Wee Heavy,16,Oskar Blues Brewery,Longmont, CO
1555,The CROWLER™,1796,167,0.07,65,,32,Oskar Blues Brewery,Longmont, CO
1556,CAN'D AID Foundation,1790,167,0.054,45,,12,Oskar Blues Brewery,Longmont, CO
1557,Icey.P.A.,1752,167,0.042,42,American IPA,16,Oskar Blues Brewery,Longmont, CO
1558,One Nut Brown,1751,167,0.05,7,English Brown Ale,12,Oskar Blues Brewery,Longmont, CO
1559,Birth IPA,1750,167,0.07,65,American IPA,12,Oskar Blues Brewery,Longmont, CO
1560,Dale's Pale Ale,1444,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1561,Dale's Pale Ale,1252,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1562,Mama's Little Yella Pils,1167,167,0.053,35,Czech Pilsener,19.2,Oskar Blues Brewery,Longmont, CO
1563,oSKAr the G'Rauch,993,167,0.085,35,American IPA,19.2,Oskar Blues Brewery,Longmont, CO
1564,oSKAr the G'Rauch,992,167,0.085,138,American IPA,16,Oskar Blues Brewery,Longmont, CO
1565,Dale's Pale Ale,955,167,0.065,65,American Pale Ale (APA),19.2,Oskar Blues Brewery,Longmont, CO
1566,The Deuce,933,167,0.07,6,American Brown Ale,16,Oskar Blues Brewery,Longmont, CO
1567,Dale's Pale Ale (10 Year Anniversary),892,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1568,Dale's Pale Ale (2012),828,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1569,Gordon Imperial Red (2010),806,167,0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
1570,Dale's Pale Ale (2011),755,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1571,Dale's Pale Ale (2010),754,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1572,G'KNIGHT (16 oz.),726,167,0.087,85,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
1573,15th Anniversary Abbey Ale (2012),720,167,0.09,29,Belgian Dark Ale,16,Oskar Blues Brewery,Longmont, CO
1574,Chaka,661,167,0.08,80,Belgian Strong Pale Ale,16,Oskar Blues Brewery,Longmont, CO
1575,HGH (Home Grown Hops): Part Duh,585,167,0.08,70,American Strong Ale,12,Oskar Blues Brewery,Longmont, CO
1576,Deviant Dale's IPA,565,167,0.08,80,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
1577,One Hit Wonder,391,167,0.09,60,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
1578,G'KNIGHT (12 oz.),388,167,0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
1579,Ten Fidy Imperial Stout,8,167,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery,Longmont, CO
1580,Mama's Little Yella Pils,7,167,0.053,35,Czech Pilsener,12,Oskar Blues Brewery,Longmont, CO
1581,GUBNA Imperial IPA,6,167,0.099,100,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
1582,Old Chub,5,167,0.08,35,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO
1583,Gordon Ale (2009),4,167,0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
1584,Dale's Pale Ale,1,167,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
1585,Gordon (2005),805,504,0.092,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
1586,Ten Fidy Imperial Stout (2008),804,504,0.095,98,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
1587,Ten Fidy Imperial Stout (2007),803,504,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
1588,Old Chub (2008),787,504,0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
1589,Old Chub (2004),786,504,0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
1590,Old Chub (2003),785,504,0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
1591,Dale's Pale Ale (2008),745,504,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
1592,Dale's Pale Ale (2006),744,504,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
1593,Dale's Pale Ale (2004),743,504,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
1594,Dale's Pale Ale (2003),742,504,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
1595,Dale's Pale Ale (2002),741,504,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
1596,Leroy (2005),734,504,0.052,20,American Brown Ale,12,Oskar Blues Brewery,Lyons, CO
1597,Gordon Beer (2006),733,504,0.087,60,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
1598,G'KNIGHT,1533,390,0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery (North Carol...,Brevard, NC
1599,Ten Fidy,1532,390,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery (North Carol...,Brevard, NC
1600,Deviant Dale's IPA,1328,390,0.08,85,American Double / Imperial IPA,16,Oskar Blues Brewery (North Carol...,Brevard, NC
1601,Old Chub,1175,390,0.08,35,Scottish Ale,12,Oskar Blues Brewery (North Carol...,Brevard, NC
1602,Dale's Pale Ale,1166,390,0.065,65,American Pale Ale (APA),19.2,Oskar Blues Brewery (North Carol...,Brevard, NC
1603,Dale's Pale Ale,1065,390,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery (North Carol...,Brevard, NC
1604,Fresh Slice White IPA,1908,276,0.055,45,American White IPA,12,Otter Creek Brewing,Middlebury, VT
1605,Overgrown American Pale Ale,1946,262,0.055,55,American Pale Ale (APA),12,Otter Creek Brewing,Waterbury, VT
1606,Ozark American Pale Ale,1961,260,0.04,39,American Pale Ale (APA),12,Ozark Beer Company,Rogers, AR
1607,Hula Hoppie Session IPA,1684,342,0.048,30,American IPA,12,Palisade Brewing Company,Palisade, CO
1608,Dirty Hippie Dark Wheat,927,342,0.053,48,American Dark Wheat Ale,12,Palisade Brewing Company,Palisade, CO
1609,Rustic Red,1268,442,0.052,23,Irish Red Ale,16,Pateros Creek Brewing Company,Fort Collins, CO
1610,Stimulator Pale Ale,697,442,0.053,48,American Pale Ale (APA),16,Pateros Creek Brewing Company,Fort Collins, CO
1611,Old Town Ale,696,442,0.045,22,Kölsch,16,Pateros Creek Brewing Company,Fort Collins, CO
1612,Car 21,695,442,0.044,28,English Bitter,16,Pateros Creek Brewing Company,Fort Collins, CO
1613,Cache La Porter,694,442,0.05,24,American Porter,16,Pateros Creek Brewing Company,Fort Collins, CO
1614,Rodeo Rye Pale Ale,1805,308,0.042,35,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
1615,Outlaw IPA,1048,308,0.062,65,American IPA,12,Payette Brewing Company,Garden City, ID
1616,North Fork Lager,1043,308,0.044,23,American Pale Lager,12,Payette Brewing Company,Garden City, ID
1617,Payette Pale Ale,890,308,0.048,35,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
1618,Mutton Buster,775,308,0.055,25,American Brown Ale,12,Payette Brewing Company,Garden City, ID
1619,Side Kick Kölsch,1087,469,0.05,26,Kölsch,12,Peace Tree Brewing Company,Knoxville, IA
1620,Fresh Cut Pilsner,1931,267,0.046,9,American Pilsner,12,Peak Organic Brewing Company,Portland, ME
1621,Summer Session Ale,1930,267,0.05,61,American Pale Wheat Ale,12,Peak Organic Brewing Company,Portland, ME
1622,Lobo Lito,2238,188,0.04,12,Light Lager,12,Pedernales Brewing Company,Fredericksburg, TX
1623,Robert Earl Keen Honey Pils,2144,188,0.05,17,American Pilsner,12,Pedernales Brewing Company,Fredericksburg, TX
1624,Mound Builder IPA,2175,206,0.065,77,American IPA,12,People's Brewing Company,Lafayette, IN
1625,Amazon Princess IPA,2168,206,0.062,62,American IPA,12,People's Brewing Company,Lafayette, IN
1626,Farmer's Daughter Wheat,1956,206,0.042,38,American Pale Wheat Ale,12,People's Brewing Company,Lafayette, IN
1627,People's Pilsner,1794,206,0.045,11,German Pilsener,12,People's Brewing Company,Lafayette, IN
1628,Hotbox Brown,2633,14,0.055,10,American Brown Ale,12,Perrin Brewing Company,Comstock Park, MI
1629,Gold,2632,14,0.048,15,American Blonde Ale,12,Perrin Brewing Company,Comstock Park, MI
1630,Black,2631,14,0.058,15,American Black Ale,12,Perrin Brewing Company,Comstock Park, MI
1631,98 Problems (Cuz A Hop Ain't One),2630,14,0.065,65,American IPA,12,Perrin Brewing Company,Comstock Park, MI
1632,Veteran’s Pale Ale (VPA),2629,14,0.05,40,American Pale Ale (APA),12,Perrin Brewing Company,Comstock Park, MI
1633,Grapefruit IPA,2628,14,0.05,35,American IPA,12,Perrin Brewing Company,Comstock Park, MI
1634,Pete's ESP Lager (1998),1062,471,0.051,11,American Pale Lager,12,Pete's Brewing Company,San Antonio, TX
1635,Pete's Wicked Summer Brew (1995),1061,471,0.047,15,American Pale Wheat Ale,12,Pete's Brewing Company,San Antonio, TX
1636,Pete's Wicked Bohemian Pilsner (1997),1060,471,0.049,35,Czech Pilsener,12,Pete's Brewing Company,San Antonio, TX
1637,Pete's Wicked Pale Ale (1997),1056,471,0.045,15,American Pale Ale (APA),12,Pete's Brewing Company,San Antonio, TX
